Skopje,North-Macedonia,https://www.countryflags.com/wp-content/uploads/north-macedonia-flag-png-large.png
Oslo,Norway,https://www.countryflags.com/wp-content/uploads/norway-flag-png-large.png
Muscat,Oman,https://www.countryflags.com/wp-content/uploads/oman-flag-png-large.png
Islamabad,Pakistan,https://www.countryflags.com/wp-content/uploads/pakistan-flag-png-large.png
Ngerulmud,Palau,https://www.countryflags.com/wp-content/uploads/palau-flag-png-large.png
Panama-City,Panama,https://www.countryflags.com/wp-content/uploads/panama-flag-png-large.png
Port-Moresby,Papua-New-Guinea,https://www.countryflags.com/wp-content/uploads/papua-new-guinea-flag-png-large.png
Asunción,Paraguay,https://www.countryflags.com/wp-content/uploads/paraguay-flag-png-large.png
Lima,Peru,https://www.countryflags.com/wp-content/uploads/peru-flag-png-large.png
Manila,Philippines,https://www.countryflags.com/wp-content/uploads/philippines-flag-png-large.png
Warsaw,Poland,https://www.countryflags.com/wp-content/uploads/poland-flag-png-large.png
Lisbon,Portugal,https://www.countryflags.com/wp-content/uploads/portugal-flag-png-large.png
Doha,Qatar,https://www.countryflags.com/wp-content/uploads/qatar-flag-png-large.png
Bucharest,Romania,https://www.countryflags.com/wp-content/uploads/romania-flag-png-large.png
Moscow,Russia,https://www.countryflags.com/wp-content/uploads/russia-flag-png-large.png
Kigali,Rwanda,https://www.countryflags.com/wp-content/uploads/rwanda-flag-png-large.png
Basseterre,Saint-Kitts-&-Nevis,https://www.countryflags.com/wp-content/uploads/saint-kitts-&-nevis-flag-png-large.png
Castries,Saint-Lucia,https://www.countryflags.com/wp-content/uploads/saint-lucia-flag-png-large.png
Apia,Samoa,https://www.countryflags.com/wp-content/uploads/samoa-flag-png-large.png
San-Marino,San-Marino,https://www.countryflags.com/wp-content/uploads/san-marino-flag-png-large.png
São-Tomé,Sao-Tome-&-Principe,https://www.countryflags.com/wp-content/uploads/sao-tome-&-principe-flag-png-large.png
Riyadh,Saudi-Arabia,https://www.countryflags.com/wp-content/uploads/saudi-arabia-flag-png-large.png
Dakar,Senegal,https://www.countryflags.com/wp-content/uploads/senegal-flag-png-large.png
Belgrade,Serbia,https://www.countryflags.com/wp-content/uploads/serbia-flag-png-large.png
Victoria,Seychelles,https://www.countryflags.com/wp-content/uploads/seychelles-flag-png-large.png
Freetown,Sierra-Leone,https://www.countryflags.com/wp-content/uploads/sierra-leone-flag-png-large.png
Singapore,Singapore,https://www.countryflags.com/wp-content/uploads/singapore-flag-png-large.png
Ljubljana,Slovenia,https://www.countryflags.com/wp-content/uploads/slovenia-flag-png-large.png
Honiara,Solomon-Islands,https://www.countryflags.com/wp-content/uploads/solomon-islands-flag-png-large.png
Mogadishu,Somalia,https://www.countryflags.com/wp-content/uploads/somalia-flag-png-large.png
Cape-Town,South-Africa,https://www.countryflags.com/wp-content/uploads/south-africa-flag-png-large.png
Seoul,South-Korea,https://www.countryflags.com/wp-content/uploads/south-korea-flag-png-large.png
Juba,South-Sudan,https://www.countryflags.com/wp-content/uploads/south-sudan-flag-png-large.png
Madrid,Spain,https://www.countryflags.com/wp-content/uploads/spain-flag-png-large.png
Sri-Jayawardenepura-Kotte,Sri-Lanka,https://www.countryflags.com/wp-content/uploads/sri-lanka-flag-png-large.png
Kingstown,St.-Vincent-&-Grenadines,https://www.countryflags.com/wp-content/uploads/st.-vincent-&-grenadines-flag-png-large.png
Ramallah,State-of-Palestine,https://www.countryflags.com/wp-content/uploads/state-of-palestine-flag-png-large.png
Khartoum,Sudan,https://www.countryflags.com/wp-content/uploads/sudan-flag-png-large.png
Paramaribo,Suriname,https://www.countryflags.com/wp-content/uploads/suriname-flag-png-large.png
Stockholm,Sweden,https://www.countryflags.com/wp-content/uploads/sweden-flag-png-large.png
Bern,Switzerland,https://www.countryflags.com/wp-content/uploads/switzerland-flag-png-large.png
Damascus,Syria,https://www.countryflags.com/wp-content/uploads/syria-flag-png-large.png
Dushanbe,Tajikistan,https://www.countryflags.com/wp-content/uploads/tajikistan-flag-png-large.png
Dodoma,Tanzania,https://www.countryflags.com/wp-content/uploads/tanzania-flag-png-large.png
Bangkok,Thailand,https://www.countryflags.com/wp-content/uploads/thailand-flag-png-large.png
Dili,Timor-Leste,https://www.countryflags.com/wp-content/uploads/timor-leste-flag-png-large.png
Lomé,Togo,https://www.countryflags.com/wp-content/uploads/togo-flag-png-large.png
Nuku'alofa,Tonga,https://www.countryflags.com/wp-content/uploads/tonga-flag-png-large.png
Port-of-Spain,Trinidad-&-Tobago,https://www.countryflags.com/wp-content/uploads/trinidad-&-tobago-flag-png-large.png
Tunis,Tunisia,https://www.countryflags.com/wp-content/uploads/tunisia-flag-png-large.png
Ankara,Turkey,https://www.countryflags.com/wp-content/uploads/turkey-flag-png-large.png
Ashgabat,Turkmenistan,https://www.countryflags.com/wp-content/uploads/turkmenistan-flag-png-large.png
Funafuti,Tuvalu,https://www.countryflags.com/wp-content/uploads/tuvalu-flag-png-large.png
Kampala,Uganda,https://www.countryflags.com/wp-content/uploads/uganda-flag-png-large.png
Kyiv,Ukraine,https://www.countryflags.com/wp-content/uploads/ukraine-flag-png-large.png
Abu-Dhabi,United-Arab-Emirates,https://www.countryflags.com/wp-content/uploads/united-arab-emirates-flag-png-large.png
London,United-Kingdom,https://www.countryflags.com/wp-content/uploads/united-kingdom-flag-png-large.png
Washington-DC,United-States,https://www.countryflags.com/wp-content/uploads/united-states-flag-png-large.png
Montevideo,Uruguay,https://www.countryflags.com/wp-content/uploads/uruguay-flag-png-large.png
Tashkent,Uzbekistan,https://www.countryflags.com/wp-content/uploads/uzbekistan-flag-png-large.png
Port-Vila,Vanuatu,https://www.countryflags.com/wp-content/uploads/vanuatu-flag-png-large.png
Caracas,Venezuela,https://www.countryflags.com/wp-content/uploads/venezuela-flag-png-large.png
Hanoi,Vietnam,https://www.countryflags.com/wp-content/uploads/vietnam-flag-png-large.png
Sana'a,Yemen,https://www.countryflags.com/wp-content/uploads/yemen-flag-png-large.png
Lusaka,Zambia,https://www.countryflags.com/wp-content/uploads/zambia-flag-png-large.png
Harare,Zimbabwe,https://www.countryflags.com/wp-content/uploads/zimbabwe-flag-png-large.png
Yaoundé,Cameroon,https://www.countryflags.com/wp-content/uploads/cameroon-flag-png-large.png
Ottawa,Canada,https://www.countryflags.com/wp-content/uploads/canada-flag-png-large.png
Bangui,Central-African-Republic,https://www.countryflags.com/wp-content/uploads/central-african-republic-flag-png-large.png
N'Djamena,Chad,https://www.countryflags.com/wp-content/uploads/chad-flag-png-large.png
Santiago,Chile,https://www.countryflags.com/wp-content/uploads/chile-flag-png-large.png
Beijing,China,https://www.countryflags.com/wp-content/uploads/china-flag-png-large.png
Bogotá,Colombia,https://www.countryflags.com/wp-content/uploads/colombia-flag-png-large.png
Moroni,Comoros,https://www.countryflags.com/wp-content/uploads/comoros-flag-png-large.png
Brazzaville,Congo,https://www.countryflags.com/wp-content/uploads/congo-flag-png-large.png
San-José,Costa-Rica,https://www.countryflags.com/wp-content/uploads/costa-rica-flag-png-large.png
La-Paz,Bolivia,https://www.countryflags.com/wp-content/uploads/bolivia-flag-png-large.png
Sarajevo,Bosnia-&-Herzegovina,https://www.countryflags.com/wp-content/uploads/bosnia-&-herzegovina-flag-png-large.png
Gaborone,Botswana,https://www.countryflags.com/wp-content/uploads/botswana-flag-png-large.png
Brasília,Brazil,https://www.countryflags.com/wp-content/uploads/brazil-flag-png-large.png
Bandar-Seri-Begawan,Brunei,https://www.countryflags.com/wp-content/uploads/brunei-flag-png-large.png
Sofia,Bulgaria,https://www.countryflags.com/wp-content/uploads/bulgaria-flag-png-large.png
Ouagadougou,Burkina-Faso,https://www.countryflags.com/wp-content/uploads/burkina-faso-flag-png-large.png
Gitega,Burundi,https://www.countryflags.com/wp-content/uploads/burundi-flag-png-large.png
Praia,Cabo-Verde,https://www.countryflags.com/wp-content/uploads/cabo-verde-flag-png-large.png
Phnom-Penh,Cambodia,https://www.countryflags.com/wp-content/uploads/cambodia-flag-png-large.png
Baku,Azerbaijan,https://www.countryflags.com/wp-content/uploads/azerbaijan-flag-png-large.png
Nassau,Bahamas,https://www.countryflags.com/wp-content/uploads/bahamas-flag-png-large.png
Manama,Bahrain,https://www.countryflags.com/wp-content/uploads/bahrain-flag-png-large.png
Dhaka,Bangladesh,https://www.countryflags.com/wp-content/uploads/bangladesh-flag-png-large.png
Bridgetown,Barbados,https://www.countryflags.com/wp-content/uploads/barbados-flag-png-large.png
Minsk,Belarus,https://www.countryflags.com/wp-content/uploads/belarus-flag-png-large.png
Brussels,Belgium,https://www.countryflags.com/wp-content/uploads/belgium-flag-png-large.png
Belmopan,Belize,https://www.countryflags.com/wp-content/uploads/belize-flag-png-large.png
Porto-Novo,Benin,https://www.countryflags.com/wp-content/uploads/benin-flag-png-large.png
Thimphu,Bhutan,https://www.countryflags.com/wp-content/uploads/bhutan-flag-png-large.png
Kabul,Afghanistan,https://www.countryflags.com/wp-content/uploads/afghanistan-flag-png-large.png
Tirana,Albania,https://www.countryflags.com/wp-content/uploads/albania-flag-png-large.png
Andorra-la-Vella,Andorra,https://www.countryflags.com/wp-content/uploads/andorra-flag-png-large.png
Luanda,Angola,https://www.countryflags.com/wp-content/uploads/angola-flag-png-large.png
St.-John's,Antigua-&-Barbuda,https://www.countryflags.com/wp-content/uploads/antigua-&-barbuda-flag-png-large.png
Buenos-Aires,Argentina,https://www.countryflags.com/wp-content/uploads/argentina-flag-png-large.png
Yerevan,Armenia,https://www.countryflags.com/wp-content/uploads/armenia-flag-png-large.png
Canberra,Australia,https://www.countryflags.com/wp-content/uploads/australia-flag-png-large.png
Vienna,Austria,https://www.countryflags.com/wp-content/uploads/austria-flag-png-large.png
Bratislava,Slovakia,https://www.countryflags.com/wp-content/uploads/slovakia-flag-png-large.png
Algiers,Algeria,https://www.countryflags.com/wp-content/uploads/algeria-flag-png-large.png
Yamoussoukro,Côte-d'Ivoire,https://www.countryflags.com/wp-content/uploads/côte-d'ivoire-flag-png-large.png
Havana,Cuba,https://www.countryflags.com/wp-content/uploads/cuba-flag-png-large.png
Nicosia,Cyprus,https://www.countryflags.com/wp-content/uploads/cyprus-flag-png-large.png
Prague,Czech-Republic,https://www.countryflags.com/wp-content/uploads/czech-republic-flag-png-large.png
Copenhagen,Denmark,https://www.countryflags.com/wp-content/uploads/denmark-flag-png-large.png
Djibouti,Djibouti,https://www.countryflags.com/wp-content/uploads/djibouti-flag-png-large.png
Roseau,Dominica,https://www.countryflags.com/wp-content/uploads/dominica-flag-png-large.png
Santo-Domingo,Dominican-Republic,https://www.countryflags.com/wp-content/uploads/dominican-republic-flag-png-large.png
Kinshasa,DR-Congo,https://www.countryflags.com/wp-content/uploads/dr-congo-flag-png-large.png
Zagreb,Croatia,https://www.countryflags.com/wp-content/uploads/croatia-flag-png-large.png
Quito,Ecuador,https://www.countryflags.com/wp-content/uploads/ecuador-flag-png-large.png
Helsinki,Finland,https://www.countryflags.com/wp-content/uploads/finland-flag-png-large.png
Paris,France,https://www.countryflags.com/wp-content/uploads/france-flag-png-large.png
Cairo,Egypt,https://www.countryflags.com/wp-content/uploads/egypt-flag-png-large.png
San-Salvador,El-Salvador,https://www.countryflags.com/wp-content/uploads/el-salvador-flag-png-large.png
Tallinn,Estonia,https://www.countryflags.com/wp-content/uploads/estonia-flag-png-large.png
Addis-Ababa,Ethiopia,https://www.countryflags.com/wp-content/uploads/ethiopia-flag-png-large.png
,,https://www.countryflags.com/wp-content/uploads/-flag-png-large.png
